char	unicode_hex	code_hex	modes	frequency	first_seen_chunk	first_seen_row	source_count	notes
姐	U+59D0	0xF3CB	1x1,1x2	19	chunk_0036	4	15	provisional
随	U+968F	0xF3CC	1x1,1x2	21	chunk_0036	8	20	provisional
已	U+5DF2	0xF3CD	1x1,1x2	120	chunk_0038	0	109	provisional
长	U+957F	0xF3CE	1x1,1x2	27	chunk_0038	0	25	provisional
担	U+62C5	0xF3CF	1x1,1x2	16	chunk_0038	1	16	provisional
辱	U+8FB1	0xF3D0	1x1,1x2	2	chunk_0038	1	2	provisional
名	U+540D	0xF3D1	1x1,1x2	122	chunk_0038	1	79	provisional
者	U+8005	0xF3D2	1x1,1x2	100	chunk_0038	2	84	provisional
哈	U+54C8	0xF3D3	1x1,1x2	79	chunk_0038	4	33	provisional
跟	U+8DDF	0xF3D4	1x1,1x2	18	chunk_0039	0	18	provisional
决	U+51B3	0xF3D5	1x1,1x2	21	chunk_0039	0	20	provisional
爆	U+7206	0xF3D6	1x1,1x2	56	chunk_0039	3	53	provisional
米	U+7C73	0xF3D7	1x1,1x2	6	chunk_0039	3	6	provisional
花	U+82B1	0xF3D8	1x1,1x2	22	chunk_0039	3	21	provisional
谁	U+8C01	0xF3D9	1x1,1x2	21	chunk_0039	4	20	provisional
辛	U+8F9B	0xF3DA	1x1,1x2	23	chunk_0040	0	23	provisional
苦	U+82E6	0xF3DB	1x1,1x2	64	chunk_0040	0	64	provisional
暗	U+6697	0xF3DC	1x1,1x2	101	chunk_0040	0	79	provisional
胡	U+80E1	0xF3DD	1x1,1x2	4	chunk_0043	3	4	provisional
扯	U+626F	0xF3DE	1x1,1x2	1	chunk_0043	3	1	provisional
帅	U+5E05	0xF3DF	1x1,1x2	8	chunk_0045	0	8	provisional
危	U+5371	0xF3E0	1x1,1x2	27	chunk_0045	2	26	provisional
闭	U+95ED	0xF3E1	1x1,1x2	9	chunk_0045	4	9	provisional
嘴	U+5634	0xF3E2	1x1,1x2	4	chunk_0045	4	4	provisional
分	U+5206	0xF3E3	1x1,1x2	59	chunk_0045	5	55	provisional
吵	U+5435	0xF3E4	1x1,1x2	5	chunk_0045	8	5	provisional
零	U+96F6	0xF3E5	1x1,1x2	7	chunk_0046	0	7	provisional
食	U+98DF	0xF3E6	1x1,1x2	9	chunk_0046	0	9	provisional
汁	U+6C41	0xF3E7	1x1,1x2	1	chunk_0046	0	1	provisional
准	U+51C6	0xF3E8	1x1,1x2	32	chunk_0046	1	30	provisional
万	U+4E07	0xF3E9	1x1,1x2	30	chunk_0046	1	29	provisional
哇	U+54C7	0xF3EA	1x1,1x2	25	chunk_0046	2	25	provisional
吓	U+5413	0xF3EB	1x1,1x2	6	chunk_0046	6	4	provisional
跳	U+8DF3	0xF3EC	1x1,1x2	17	chunk_0046	6	17	provisional
孩	U+5B69	0xF3ED	1x1,1x2	36	chunk_0048	1	36	provisional
憧	U+61A7	0xF3EE	1x1,1x2	3	chunk_0048	1	3	provisional
憬	U+61AC	0xF3EF	1x1,1x2	3	chunk_0048	1	3	provisional
浪	U+6D6A	0xF3F0	1x1,1x2	5	chunk_0048	2	4	provisional
漫	U+6F2B	0xF3F1	1x1,1x2	2	chunk_0048	2	2	provisional
致	U+81F4	0xF3F2	1x1,1x2	3	chunk_0048	4	3	provisional
又	U+53C8	0xF3F3	1x1,1x2	23	chunk_0048	8	19	provisional
父	U+7236	0xF3F4	1x1,1x2	4	chunk_0048	10	4	provisional
实	U+5B9E	0xF3F5	1x1,1x2	28	chunk_0048	10	23	provisional
怕	U+6015	0xF3F6	1x1,1x2	16	chunk_0048	10	16	provisional
口	U+53E3	0xF3F7	1x1,1x2	22	chunk_0048	10	20	provisional
胖	U+80D6	0xF3F8	1x1,1x2	7	chunk_0049	4	7	provisional
笨	U+7B28	0xF3F9	1x1,1x2	4	chunk_0049	7	4	provisional
饶	U+9976	0xF3FA	1x1,1x2	3	chunk_0049	8	3	provisional
倍	U+500D	0xF3FB	1x1,1x2	5	chunk_0049	9	5	provisional
肉	U+8089	0xF3FC	1x1,1x2	21	chunk_0049	10	20	provisional
弹	U+5F39	0xF440	1x1,1x2	47	chunk_0049	10	44	provisional
噢	U+5662	0xF441	1x1,1x2	15	chunk_0049	12	4	provisional
　	U+3000	0xF442	1x1,1x2	951	chunk_0049	12	63	provisional
岁	U+5C81	0xF443	1x1,1x2	5	chunk_0049	12	5	provisional
嗬	U+55EC	0xF444	1x1,1x2	1	chunk_0050	0	1	provisional
儿	U+513F	0xF445	1x1,1x2	22	chunk_0050	0	22	provisional
汪	U+6C6A	0xF446	1x1,1x2	43	chunk_0050	1	21	provisional
掉	U+6389	0xF447	1x1,1x2	29	chunk_0050	3	29	provisional
静	U+9759	0xF448	1x1,1x2	27	chunk_0050	9	27	provisional
扰	U+6270	0xF449	1x1,1x2	8	chunk_0050	11	8	provisional
命	U+547D	0xF44A	1x1,1x2	33	chunk_0050	12	25	provisional
摆	U+6446	0xF44B	1x1,1x2	3	chunk_0050	12	3	provisional
队	U+961F	0xF44C	1x1,1x2	81	chunk_0050	12	41	provisional
架	U+67B6	0xF44D	1x1,1x2	8	chunk_0050	12	8	provisional
俩	U+4FE9	0xF44E	1x1,1x2	2	chunk_0050	14	2	provisional
冷	U+51B7	0xF44F	1x1,1x2	5	chunk_0050	14	4	provisional
赤	U+8D64	0xF450	1x1,1x2	21	chunk_0050	15	21	provisional
应	U+5E94	0xF451	1x1,1x2	20	chunk_0050	16	20	provisional
“	U+201C	0xF452	1x1,1x2	439	chunk_0050	16	404	provisional
”	U+201D	0xF453	1x1,1x2	468	chunk_0050	16	432	provisional
须	U+987B	0xF454	1x1,1x2	13	chunk_0050	17	13	provisional
遵	U+9075	0xF455	1x1,1x2	3	chunk_0050	17	3	provisional
守	U+5B88	0xF456	1x1,1x2	29	chunk_0050	17	25	provisional
啧	U+5567	0xF457	1x1,1x2	6	chunk_0050	18	6	provisional
拍	U+62CD	0xF458	1x1,1x2	4	chunk_0052	0	4	provisional
狡	U+72E1	0xF459	1x1,1x2	1	chunk_0052	0	1	provisional
猾	U+733E	0xF45A	1x1,1x2	1	chunk_0052	0	1	provisional
弟	U+5F1F	0xF45B	1x1,1x2	14	chunk_0052	3	5	provisional
绝	U+7EDD	0xF45C	1x1,1x2	24	chunk_0052	5	23	provisional
裁	U+88C1	0xF45D	1x1,1x2	2	chunk_0054	5	2	provisional
判	U+5224	0xF45E	1x1,1x2	3	chunk_0054	5	3	provisional
拜	U+62DC	0xF45F	1x1,1x2	15	chunk_0054	10	14	provisional
玩	U+73A9	0xF460	1x1,1x2	17	chunk_0055	0	15	provisional
放	U+653E	0xF461	1x1,1x2	37	chunk_0055	1	37	provisional
映	U+6620	0xF462	1x1,1x2	6	chunk_0055	1	6	provisional
相	U+76F8	0xF463	1x1,1x2	21	chunk_0055	6	20	provisional
摘	U+6458	0xF464	1x1,1x2	4	chunk_0056	0	4	provisional
墨	U+58A8	0xF465	1x1,1x2	2	chunk_0056	0	2	provisional
镜	U+955C	0xF466	1x1,1x2	143	chunk_0056	0	140	provisional
。	U+3002	0xF467	1x1,1x2	310	chunk_0056	2	287	provisional
常	U+5E38	0xF468	1x1,1x2	32	chunk_0056	3	31	provisional
秘	U+79D8	0xF469	1x1,1x2	73	chunk_0056	4	64	provisional
怪	U+602A	0xF46A	1x1,1x2	47	chunk_0056	5	47	provisional
恐	U+6050	0xF46B	1x1,1x2	5	chunk_0056	6	5	provisional
族	U+65CF	0xF46C	1x1,1x2	11	chunk_0056	6	9	provisional
独	U+72EC	0xF46D	1x1,1x2	7	chunk_0056	6	7	provisional
门	U+95E8	0xF46E	1x1,1x2	32	chunk_0056	6	28	provisional
性	U+6027	0xF46F	1x1,1x2	83	chunk_0056	7	57	provisional
格	U+683C	0xF470	1x1,1x2	1	chunk_0056	7	1	provisional
防	U+9632	0xF471	1x1,1x2	110	chunk_0056	7	80	provisional
肯	U+80AF	0xF472	1x1,1x2	3	chunk_0056	7	3	provisional
藏	U+85CF	0xF473	1x1,1x2	17	chunk_0056	7	17	provisional
杀	U+6740	0xF474	1x1,1x2	32	chunk_0056	7	22	provisional
锏	U+950F	0xF475	1x1,1x2	1	chunk_0056	7	1	provisional
双	U+53CC	0xF476	1x1,1x2	13	chunk_0056	8	13	provisional
超	U+8D85	0xF477	1x1,1x2	34	chunk_0056	8	34	provisional
睛	U+775B	0xF478	1x1,1x2	1	chunk_0056	8	1	provisional
救	U+6551	0xF479	1x1,1x2	24	chunk_0057	0	23	provisional
简	U+7B80	0xF47A	1x1,1x2	3	chunk_0057	0	3	provisional
雄	U+96C4	0xF47B	1x1,1x2	5	chunk_0057	0	5	provisional
羞	U+7F9E	0xF47C	1x1,1x2	3	chunk_0057	1	3	provisional
呆	U+5446	0xF47D	1x1,1x2	3	chunk_0057	7	2	provisional
嫌	U+5ACC	0xF47E	1x1,1x2	1	chunk_0057	8	1	provisional
两	U+4E24	0xF480	1x1,1x2	20	chunk_0058	2	20	provisional
做	U+505A	0xF481	1x1,1x2	40	chunk_0058	5	39	provisional
类	U+7C7B	0xF482	1x1,1x2	11	chunk_0059	4	11	provisional
楚	U+695A	0xF483	1x1,1x2	3	chunk_0059	5	3	provisional
被	U+88AB	0xF484	1x1,1x2	77	chunk_0059	7	74	provisional
骑	U+9A91	0xF485	1x1,1x2	1	chunk_0059	7	1	provisional
王	U+738B	0xF486	1x1,1x2	1	chunk_0059	7	1	provisional
囚	U+56DA	0xF487	1x1,1x2	2	chunk_0059	8	2	provisional
禁	U+7981	0xF488	1x1,1x2	9	chunk_0059	8	8	provisional
倒	U+5012	0xF489	1x1,1x2	44	chunk_0059	10	35	provisional
坏	U+574F	0xF48A	1x1,1x2	32	chunk_0059	10	31	provisional
星	U+661F	0xF48B	1x1,1x2	6	chunk_0059	10	6	provisional
般	U+822C	0xF48C	1x1,1x2	3	chunk_0059	10	3	provisional
厉	U+5389	0xF48D	1x1,1x2	17	chunk_0062	0	17	provisional
努	U+52AA	0xF48E	1x1,1x2	16	chunk_0062	1	16	provisional
今	U+4ECA	0xF48F	1x1,1x2	32	chunk_0064	0	32	provisional
兴	U+5174	0xF490	1x1,1x2	16	chunk_0064	2	16	provisional
嚼	U+56BC	0xF491	1x1,1x2	13	chunk_0065	4	5	provisional
腻	U+817B	0xF492	1x1,1x2	2	chunk_0065	4	2	provisional
而	U+800C	0xF493	1x1,1x2	21	chunk_0065	5	20	provisional
且	U+4E14	0xF494	1x1,1x2	13	chunk_0065	5	13	provisional
硬	U+786C	0xF495	1x1,1x2	4	chunk_0065	5	4	provisional
喝	U+559D	0xF496	1x1,1x2	5	chunk_0066	0	5	provisional
费	U+8D39	0xF497	1x1,1x2	4	chunk_0066	4	4	provisional
夫	U+592B	0xF498	1x1,1x2	15	chunk_0068	2	15	provisional
她	U+5979	0xF499	1x1,1x2	6	chunk_0068	4	6	provisional
凶	U+51F6	0xF49A	1x1,1x2	4	chunk_0068	4	4	provisional
暴	U+66B4	0xF49B	1x1,1x2	32	chunk_0068	4	16	provisional
言	U+8A00	0xF49C	1x1,1x2	2	chunk_0068	6	2	provisional
语	U+8BED	0xF49D	1x1,1x2	1	chunk_0068	6	1	provisional
碍	U+788D	0xF49E	1x1,1x2	5	chunk_0073	2	5	provisional
躲	U+8EB2	0xF49F	1x1,1x2	12	chunk_0078	0	12	provisional
离	U+79BB	0xF4A0	1x1,1x2	9	chunk_0079	0	9	provisional
聊	U+804A	0xF4A1	1x1,1x2	4	chunk_0079	1	4	provisional
四	U+56DB	0xF4A2	1x1,1x2	32	chunk_0079	3	31	provisional
凑	U+51D1	0xF4A3	1x1,1x2	1	chunk_0079	3	1	provisional
恋	U+604B	0xF4A4	1x1,1x2	12	chunk_0079	3	4	provisional
学	U+5B66	0xF4A5	1x1,1x2	27	chunk_0079	6	25	provisional
题	U+9898	0xF4A6	1x1,1x2	10	chunk_0079	6	10	provisional
愧	U+6127	0xF4A7	1x1,1x2	5	chunk_0079	9	5	provisional
辈	U+8F88	0xF4A8	1x1,1x2	1	chunk_0079	9	1	provisional
声	U+58F0	0xF4A9	1x1,1x2	13	chunk_0080	3	13	provisional
工	U+5DE5	0xF4AA	1x1,1x2	17	chunk_0080	5	17	provisional
堆	U+5806	0xF4AB	1x1,1x2	1	chunk_0080	5	1	provisional
趋	U+8D8B	0xF4AC	1x1,1x2	2	chunk_0080	7	2	provisional
势	U+52BF	0xF4AD	1x1,1x2	16	chunk_0080	7	16	provisional
重	U+91CD	0xF4AE	1x1,1x2	35	chunk_0080	7	35	provisional
您	U+60A8	0xF4AF	1x1,1x2	35	chunk_0080	10	33	provisional
把	U+628A	0xF4B0	1x1,1x2	71	chunk_0080	10	69	provisional
搬	U+642C	0xF4B1	1x1,1x2	5	chunk_0080	10	5	provisional
解	U+89E3	0xF4B2	1x1,1x2	46	chunk_0080	12	45	provisional
举	U+4E3E	0xF4B3	1x1,1x2	1	chunk_0080	13	1	provisional
猜	U+731C	0xF4B4	1x1,1x2	3	chunk_0081	4	2	provisional
穿	U+7A7F	0xF4B5	1x1,1x2	3	chunk_0081	14	3	provisional
彼	U+5F7C	0xF4B6	1x1,1x2	1	chunk_0082	1	1	provisional
新	U+65B0	0xF4B7	1x1,1x2	38	chunk_0082	3	37	provisional
票	U+7968	0xF4B8	1x1,1x2	50	chunk_0082	3	50	provisional
弄	U+5F04	0xF4B9	1x1,1x2	4	chunk_0082	3	4	provisional
何	U+4F55	0xF4BA	1x1,1x2	11	chunk_0084	0	11	provisional
寂	U+5BC2	0xF4BB	1x1,1x2	3	chunk_0084	6	3	provisional
寞	U+5BDE	0xF4BC	1x1,1x2	3	chunk_0084	6	3	provisional
尤	U+5C24	0xF4BD	1x1,1x2	2	chunk_0084	8	2	provisional
嚷	U+56B7	0xF4BE	1x1,1x2	1	chunk_0084	8	1	provisional
偷	U+5077	0xF4BF	1x1,1x2	8	chunk_0085	6	5	provisional
光	U+5149	0xF4C0	1x1,1x2	42	chunk_0085	7	42	provisional
义	U+4E49	0xF4C1	1x1,1x2	16	chunk_0085	9	16	provisional
垂	U+5782	0xF4C2	1x1,1x2	1	chunk_0085	11	1	provisional
丧	U+4E27	0xF4C3	1x1,1x2	2	chunk_0085	11	2	provisional
阿	U+963F	0xF4C4	1x1,1x2	7	chunk_0085	12	7	provisional
玛	U+739B	0xF4C5	1x1,1x2	3	chunk_0085	12	3	provisional
沮	U+6CAE	0xF4C6	1x1,1x2	1	chunk_0085	12	1	provisional
福	U+798F	0xF4C7	1x1,1x2	15	chunk_0085	16	13	provisional
奋	U+594B	0xF4C8	1x1,1x2	9	chunk_0086	1	9	provisional
围	U+56F4	0xF4C9	1x1,1x2	18	chunk_0086	1	18	provisional
红	U+7EA2	0xF4CA	1x1,1x2	15	chunk_0086	5	13	provisional
旁	U+65C1	0xF4CB	1x1,1x2	4	chunk_0086	6	4	provisional
班	U+73ED	0xF4CC	1x1,1x2	14	chunk_0086	8	12	provisional
每	U+6BCF	0xF4CD	1x1,1x2	9	chunk_0087	8	9	provisional
氛	U+6C1B	0xF4CE	1x1,1x2	2	chunk_0087	9	2	provisional
建	U+5EFA	0xF4CF	1x1,1x2	6	chunk_0087	12	6	provisional
立	U+7ACB	0xF4D0	1x1,1x2	16	chunk_0087	12	16	provisional
团	U+56E2	0xF4D1	1x1,1x2	13	chunk_0087	12	13	provisional
忙	U+5FD9	0xF4D2	1x1,1x2	12	chunk_0088	3	12	provisional
咱	U+54B1	0xF4D3	1x1,1x2	1	chunk_0088	4	1	provisional
折	U+6298	0xF4D4	1x1,1x2	8	chunk_0088	4	8	provisional
腾	U+817E	0xF4D5	1x1,1x2	6	chunk_0088	4	5	provisional
聪	U+806A	0xF4D6	1x1,1x2	2	chunk_0088	5	2	provisional
丢	U+4E22	0xF4D7	1x1,1x2	3	chunk_0088	7	3	provisional
怨	U+6028	0xF4D8	1x1,1x2	2	chunk_0088	9	2	provisional
表	U+8868	0xF4D9	1x1,1x2	24	chunk_0088	9	22	provisional
赞	U+8D5E	0xF4DA	1x1,1x2	1	chunk_0089	5	1	provisional
推	U+63A8	0xF4DB	1x1,1x2	7	chunk_0092	1	7	provisional
荐	U+8350	0xF4DC	1x1,1x2	7	chunk_0092	1	7	provisional
趣	U+8DA3	0xF4DD	1x1,1x2	4	chunk_0092	1	4	provisional
价	U+4EF7	0xF4DE	1x1,1x2	4	chunk_0092	2	4	provisional
值	U+503C	0xF4DF	1x1,1x2	13	chunk_0092	2	9	provisional
观	U+89C2	0xF4E0	1x1,1x2	7	chunk_0092	2	7	provisional
同	U+540C	0xF4E1	1x1,1x2	74	chunk_0092	2	60	provisional
写	U+5199	0xF4E2	1x1,1x2	26	chunk_0093	1	24	provisional
细	U+7EC6	0xF4E3	1x1,1x2	8	chunk_0093	2	8	provisional
节	U+8282	0xF4E4	1x1,1x2	16	chunk_0093	2	16	provisional
扎	U+624E	0xF4E5	1x1,1x2	1	chunk_0093	2	1	provisional
度	U+5EA6	0xF4E6	1x1,1x2	70	chunk_0093	3	51	provisional
底	U+5E95	0xF4E7	1x1,1x2	21	chunk_0093	3	21	provisional
期	U+671F	0xF4E8	1x1,1x2	10	chunk_0093	4	10	provisional
待	U+5F85	0xF4E9	1x1,1x2	13	chunk_0093	4	13	provisional
骗	U+9A97	0xF4EA	1x1,1x2	2	chunk_0095	1	2	provisional
亲	U+4EB2	0xF4EB	1x1,1x2	45	chunk_0095	5	37	provisional
堂	U+5802	0xF4EC	1x1,1x2	32	chunk_0095	5	30	provisional
称	U+79F0	0xF4ED	1x1,1x2	8	chunk_0095	5	6	provisional
噗	U+5657	0xF4EE	1x1,1x2	6	chunk_0095	8	5	provisional
鼻	U+9F3B	0xF4EF	1x1,1x2	4	chunk_0095	11	4	provisional
血	U+8840	0xF4F0	1x1,1x2	20	chunk_0095	11	18	provisional
满	U+6EE1	0xF4F1	1x1,1x2	9	chunk_0095	11	9	provisional
借	U+501F	0xF4F2	1x1,1x2	3	chunk_0095	13	3	provisional
著	U+8457	0xF4F3	1x1,1x2	1	chunk_0095	13	1	provisional
走	U+8D70	0xF4F4	1x1,1x2	75	chunk_0096	6	66	provisional
免	U+514D	0xF4F5	1x1,1x2	1	chunk_0097	2	1	provisional
传	U+4F20	0xF4F6	1x1,1x2	70	chunk_0098	2	62	provisional
夸	U+5938	0xF4F7	1x1,1x2	3	chunk_0098	2	2	provisional
拼	U+62FC	0xF4F8	1x1,1x2	5	chunk_0098	2	5	provisional
虽	U+867D	0xF4F9	1x1,1x2	7	chunk_0098	3	7	provisional
猛	U+731B	0xF4FA	1x1,1x2	4	chunk_0098	5	4	provisional
番	U+756A	0xF4FB	1x1,1x2	2	chunk_0098	5	2	provisional
彩	U+5F69	0xF4FC	1x1,1x2	2	chunk_0098	6	2	provisional
幕	U+5E55	0xF540	1x1,1x2	3	chunk_0098	6	3	provisional
催	U+50AC	0xF541	1x1,1x2	6	chunk_0098	8	6	provisional
哪	U+54EA	0xF542	1x1,1x2	39	chunk_0098	11	37	provisional
参	U+53C2	0xF543	1x1,1x2	18	chunk_0098	13	13	provisional
考	U+8003	0xF544	1x1,1x2	6	chunk_0098	13	6	provisional
问	U+95EE	0xF545	1x1,1x2	13	chunk_0098	13	11	provisional
段	U+6BB5	0xF546	1x1,1x2	5	chunk_0098	13	5	provisional
挑	U+6311	0xF547	1x1,1x2	10	chunk_0098	18	8	provisional
舒	U+8212	0xF548	1x1,1x2	4	chunk_0099	3	4	provisional
服	U+670D	0xF549	1x1,1x2	7	chunk_0099	3	7	provisional
沸	U+6CB8	0xF54A	1x1,1x2	1	chunk_0099	9	1	provisional
翘	U+7FD8	0xF54B	1x1,1x2	1	chunk_0099	16	1	provisional
轻	U+8F7B	0xF54C	1x1,1x2	11	chunk_0099	38	10	provisional
刃	U+5203	0xF54D	1x1,1x2	9	chunk_0100	0	9	provisional
刀	U+5200	0xF54E	1x1,1x2	72	chunk_0100	0	70	provisional
易	U+6613	0xF54F	1x1,1x2	74	chunk_0100	1	24	provisional
臂	U+81C2	0xF550	1x1,1x2	4	chunk_0100	3	4	provisional
傀	U+5080	0xF551	1x1,1x2	16	chunk_0100	3	16	provisional
儡	U+5121	0xF552	1x1,1x2	16	chunk_0100	3	16	provisional
靠	U+9760	0xF553	1x1,1x2	15	chunk_0100	4	15	provisional
纵	U+7EB5	0xF554	1x1,1x2	5	chunk_0100	4	5	provisional
月	U+6708	0xF555	1x1,1x2	15	chunk_0100	5	14	provisional
丽	U+4E3D	0xF556	1x1,1x2	5	chunk_0100	5	4	provisional
雪	U+96EA	0xF557	1x1,1x2	6	chunk_0100	9	6	provisional
短	U+77ED	0xF558	1x1,1x2	20	chunk_0100	9	20	provisional
雾	U+96FE	0xF559	1x1,1x2	34	chunk_0100	10	33	provisional
巨	U+5DE8	0xF55A	1x1,1x2	14	chunk_0100	10	10	provisional
锋	U+950B	0xF55B	1x1,1x2	4	chunk_0100	11	4	provisional
蛤	U+86E4	0xF55C	1x1,1x2	97	chunk_0100	14	83	provisional
蟆	U+87C6	0xF55D	1x1,1x2	94	chunk_0100	14	80	provisional
卫	U+536B	0xF55E	1x1,1x2	13	chunk_0100	16	13	provisional
优	U+4F18	0xF55F	1x1,1x2	5	chunk_0100	19	5	provisional
扇	U+6247	0xF560	1x1,1x2	27	chunk_0100	19	27	provisional
颗	U+9897	0xF561	1x1,1x2	1	chunk_0100	21	1	provisional
风	U+98CE	0xF562	1x1,1x2	102	chunk_0100	23	91	provisional
宝	U+5B9D	0xF563	1x1,1x2	8	chunk_0100	23	8	provisional
标	U+6807	0xF564	1x1,1x2	18	chunk_0100	24	17	provisional
剑	U+5251	0xF565	1x1,1x2	50	chunk_0100	25	49	provisional
器	U+5668	0xF566	1x1,1x2	41	chunk_0100	31	37	provisional
柄	U+67C4	0xF567	1x1,1x2	1	chunk_0100	32	1	provisional
端	U+7AEF	0xF568	1x1,1x2	2	chunk_0100	32	2	provisional
形	U+5F62	0xF569	1x1,1x2	60	chunk_0100	33	59	provisional
似	U+4F3C	0xF56A	1x1,1x2	16	chunk_0100	33	16	provisional
附	U+9644	0xF56B	1x1,1x2	10	chunk_0100	36	10	provisional
殊	U+6B8A	0xF56C	1x1,1x2	15	chunk_0100	36	14	provisional
医	U+533B	0xF56D	1x1,1x2	26	chunk_0100	38	26	provisional
疗	U+7597	0xF56E	1x1,1x2	39	chunk_0100	38	37	provisional
羽	U+7FBD	0xF56F	1x1,1x2	15	chunk_0100	39	15	provisional
钻	U+94BB	0xF570	1x1,1x2	2	chunk_0100	40	2	provisional
针	U+9488	0xF571	1x1,1x2	19	chunk_0100	42	19	provisional
铁	U+94C1	0xF572	1x1,1x2	11	chunk_0100	45	11	provisional
虎	U+864E	0xF573	1x1,1x2	14	chunk_0100	45	13	provisional
覆	U+8986	0xF574	1x1,1x2	4	chunk_0100	46	4	provisional
物	U+7269	0xF575	1x1,1x2	80	chunk_0100	47	79	provisional
甲	U+7532	0xF576	1x1,1x2	27	chunk_0100	48	26	provisional
缠	U+7F20	0xF577	1x1,1x2	2	chunk_0100	49	2	provisional
钩	U+94A9	0xF578	1x1,1x2	6	chunk_0100	50	6	provisional
爪	U+722A	0xF579	1x1,1x2	24	chunk_0100	50	24	provisional
状	U+72B6	0xF57A	1x1,1x2	72	chunk_0100	50	62	provisional
锐	U+9510	0xF57B	1x1,1x2	1	chunk_0100	51	1	provisional
范	U+8303	0xF57C	1x1,1x2	4	chunk_0100	56	4	provisional
笛	U+7B1B	0xF57D	1x1,1x2	6	chunk_0100	57	6	provisional
锁	U+9501	0xF57E	1x1,1x2	18	chunk_0100	57	18	provisional
链	U+94FE	0xF580	1x1,1x2	5	chunk_0100	57	5	provisional
镰	U+9570	0xF581	1x1,1x2	21	chunk_0100	58	20	provisional
棍	U+68CD	0xF582	1x1,1x2	17	chunk_0100	61	17	provisional
刑	U+5211	0xF583	1x1,1x2	1	chunk_0100	63	1	provisional
巧	U+5DE7	0xF584	1x1,1x2	3	chunk_0100	64	3	provisional
便	U+4FBF	0xF585	1x1,1x2	16	chunk_0100	64	14	provisional
携	U+643A	0xF586	1x1,1x2	3	chunk_0100	64	3	provisional
型	U+578B	0xF587	1x1,1x2	22	chunk_0100	66	15	provisional
鼓	U+9F13	0xF588	1x1,1x2	4	chunk_0100	66	4	provisional
槌	U+69CC	0xF589	1x1,1x2	3	chunk_0100	66	3	provisional
葫	U+846B	0xF58A	1x1,1x2	11	chunk_0100	68	11	provisional
芦	U+82A6	0xF58B	1x1,1x2	11	chunk_0100	68	11	provisional
压	U+538B	0xF58C	1x1,1x2	2	chunk_0100	69	2	provisional
蕴	U+8574	0xF58D	1x1,1x2	1	chunk_0100	71	1	provisional
含	U+542B	0xF58E	1x1,1x2	2	chunk_0100	71	2	provisional
训	U+8BAD	0xF58F	1x1,1x2	2	chunk_0100	72	2	provisional
虫	U+866B	0xF590	1x1,1x2	39	chunk_0100	72	38	provisional
侦	U+4FA6	0xF591	1x1,1x2	1	chunk_0100	73	1	provisional
察	U+5BDF	0xF592	1x1,1x2	3	chunk_0100	73	3	provisional
群	U+7FA4	0xF593	1x1,1x2	5	chunk_0100	74	5	provisional
袭	U+88AD	0xF594	1x1,1x2	7	chunk_0100	74	7	provisional
徒	U+5F92	0xF595	1x1,1x2	12	chunk_0101	4	4	provisional
未	U+672A	0xF596	1x1,1x2	16	chunk_0101	7	15	provisional
品	U+54C1	0xF597	1x1,1x2	27	chunk_0101	10	25	provisional
衣	U+8863	0xF598	1x1,1x2	28	chunk_0101	12	28	provisional
砍	U+780D	0xF599	1x1,1x2	1	chunk_0101	13	1	provisional
透	U+900F	0xF59A	1x1,1x2	4	chunk_0101	13	4	provisional
背	U+80CC	0xF59B	1x1,1x2	20	chunk_0101	13	20	provisional
鳞	U+9CDE	0xF59C	1x1,1x2	12	chunk_0101	15	12	provisional
护	U+62A4	0xF59D	1x1,1x2	63	chunk_0101	19	58	provisional
铠	U+94E0	0xF59E	1x1,1x2	9	chunk_0101	19	9	provisional
封	U+5C01	0xF59F	1x1,1x2	114	chunk_0101	20	111	provisional
盖	U+76D6	0xF5A0	1x1,1x2	4	chunk_0101	22	4	provisional
抗	U+6297	0xF5A1	1x1,1x2	38	chunk_0101	25	22	provisional
陷	U+9677	0xF5A2	1x1,1x2	31	chunk_0101	26	31	provisional
异	U+5F02	0xF5A3	1x1,1x2	17	chunk_0101	26	17	provisional
态	U+6001	0xF5A4	1x1,1x2	74	chunk_0101	26	64	provisional
御	U+5FA1	0xF5A5	1x1,1x2	89	chunk_0101	27	64	provisional
切	U+5207	0xF5A6	1x1,1x2	20	chunk_0101	31	19	provisional
散	U+6563	0xF5A7	1x1,1x2	13	chunk_0101	32	13	provisional
诡	U+8BE1	0xF5A8	1x1,1x2	1	chunk_0101	32	1	provisional
息	U+606F	0xF5A9	1x1,1x2	21	chunk_0101	32	19	provisional
腿	U+817F	0xF5AA	1x1,1x2	53	chunk_0101	36	53	provisional
鞋	U+978B	0xF5AB	1x1,1x2	2	chunk_0101	37	1	provisional
尖	U+5C16	0xF5AC	1x1,1x2	1	chunk_0101	37	1	provisional
漠	U+6F20	0xF5AD	1x1,1x2	15	chunk_0101	38	15	provisional
速	U+901F	0xF5AE	1x1,1x2	60	chunk_0101	40	41	provisional
适	U+9002	0xF5AF	1x1,1x2	4	chunk_0101	45	4	provisional
支	U+652F	0xF5B0	1x1,1x2	7	chunk_0101	45	7	provisional
脚	U+811A	0xF5B1	1x1,1x2	13	chunk_0101	45	13	provisional
屐	U+5C50	0xF5B2	1x1,1x2	3	chunk_0101	46	3	provisional
绑	U+7ED1	0xF5B3	1x1,1x2	20	chunk_0101	49	20	provisional
