char	unicode_hex	code_hex	modes	frequency	first_seen_chunk	first_seen_row	source_count	notes
迈	U+8FC8	0xF1E3	1x1,1x2	1	chunk_0009	6	1	provisional
特	U+7279	0xF1E4	1x1,1x2	47	chunk_0009	6	43	provisional
凯	U+51EF	0xF1E5	1x1,1x2	24	chunk_0009	6	20	provisional
江	U+6C5F	0xF1E6	1x1,1x2	1	chunk_0009	6	1	provisional
士	U+58EB	0xF1E7	1x1,1x2	8	chunk_0009	6	8	provisional
辣	U+8FA3	0xF1E8	1x1,1x2	1	chunk_0009	8	1	provisional
妹	U+59B9	0xF1E9	1x1,1x2	4	chunk_0009	8	3	provisional
暮	U+66AE	0xF1EA	1x1,1x2	1	chunk_0009	8	1	provisional
鲁	U+9C81	0xF1EB	1x1,1x2	21	chunk_0009	10	17	provisional
关	U+5173	0xF1EC	1x1,1x2	71	chunk_0009	10	70	provisional
俊	U+4FCA	0xF1ED	1x1,1x2	5	chunk_0009	10	5	provisional
桃	U+6843	0xF1EE	1x1,1x2	3	chunk_0009	11	3	provisional
斩	U+65A9	0xF1EF	1x1,1x2	16	chunk_0009	11	14	provisional
浅	U+6D45	0xF1F0	1x1,1x2	1	chunk_0009	11	1	provisional
配	U+914D	0xF1F1	1x1,1x2	13	chunk_0009	12	13	provisional
音	U+97F3	0xF1F2	1x1,1x2	38	chunk_0009	12	35	provisional
宇	U+5B87	0xF1F3	1x1,1x2	8	chunk_0009	12	7	provisional
智	U+667A	0xF1F4	1x1,1x2	21	chunk_0009	12	20	provisional
波	U+6CE2	0xF1F5	1x1,1x2	16	chunk_0009	12	15	provisional
鼬	U+9F2C	0xF1F6	1x1,1x2	25	chunk_0009	12	25	provisional
干	U+5E72	0xF1F7	1x1,1x2	51	chunk_0009	12	50	provisional
柿	U+67FF	0xF1F8	1x1,1x2	3	chunk_0009	12	3	provisional
鬼	U+9B3C	0xF1F9	1x1,1x2	37	chunk_0009	12	31	provisional
鲛	U+9C9B	0xF1FA	1x1,1x2	14	chunk_0009	12	14	provisional
檀	U+6A80	0xF1FB	1x1,1x2	1	chunk_0009	12	1	provisional
臣	U+81E3	0xF1FC	1x1,1x2	1	chunk_0009	12	1	provisional
幸	U+5E78	0xF240	1x1,1x2	12	chunk_0009	12	11	provisional
大	U+5927	0xF241	1x1,1x2	391	chunk_0009	13	318	provisional
塚	U+585A	0xF242	1x1,1x2	1	chunk_0009	13	1	provisional
芳	U+82B3	0xF243	1x1,1x2	1	chunk_0009	13	1	provisional
忠	U+5FE0	0xF244	1x1,1x2	14	chunk_0009	13	12	provisional
纲	U+7EB2	0xF245	1x1,1x2	47	chunk_0009	13	47	provisional
胜	U+80DC	0xF246	1x1,1x2	20	chunk_0009	13	18	provisional
生	U+751F	0xF247	1x1,1x2	81	chunk_0009	13	72	provisional
沙	U+6C99	0xF248	1x1,1x2	23	chunk_0009	13	23	provisional
蛇	U+86C7	0xF249	1x1,1x2	34	chunk_0009	13	31	provisional
鲸	U+9CB8	0xF24A	1x1,1x2	1	chunk_0009	13	1	provisional
杉	U+6749	0xF24B	1x1,1x2	1	chunk_0009	15	1	provisional
纪	U+7EAA	0xF24C	1x1,1x2	3	chunk_0009	15	3	provisional
三	U+4E09	0xF24D	1x1,1x2	105	chunk_0009	17	96	provisional
代	U+4EE3	0xF24E	1x1,1x2	66	chunk_0009	17	56	provisional
目	U+76EE	0xF24F	1x1,1x2	29	chunk_0009	17	26	provisional
火	U+706B	0xF250	1x1,1x2	205	chunk_0009	17	165	provisional
影	U+5F71	0xF251	1x1,1x2	214	chunk_0009	17	192	provisional
猿	U+733F	0xF252	1x1,1x2	10	chunk_0009	17	10	provisional
飞	U+98DE	0xF253	1x1,1x2	15	chunk_0009	17	13	provisional
柴	U+67F4	0xF254	1x1,1x2	1	chunk_0009	17	1	provisional
秀	U+79C0	0xF255	1x1,1x2	2	chunk_0009	17	2	provisional
资	U+8D44	0xF256	1x1,1x2	3	chunk_0009	18	3	provisional
深	U+6DF1	0xF257	1x1,1x2	2	chunk_0009	18	2	provisional
执	U+6267	0xF258	1x1,1x2	8	chunk_0009	18	7	provisional
制	U+5236	0xF259	1x1,1x2	36	chunk_0009	18	35	provisional
富	U+5BCC	0xF25A	1x1,1x2	4	chunk_0009	18	4	provisional
神	U+795E	0xF25B	1x1,1x2	28	chunk_0009	18	24	provisional
尾	U+5C3E	0xF25C	1x1,1x2	23	chunk_0009	18	23	provisional
旬	U+65EC	0xF25D	1x1,1x2	1	chunk_0009	18	1	provisional
治	U+6CBB	0xF25E	1x1,1x2	24	chunk_0009	18	21	provisional
经	U+7ECF	0xF25F	1x1,1x2	66	chunk_0009	18	61	provisional
理	U+7406	0xF260	1x1,1x2	19	chunk_0009	18	19	provisional
冈	U+5188	0xF261	1x1,1x2	12	chunk_0009	18	10	provisional
广	U+5E7F	0xF262	1x1,1x2	8	chunk_0009	18	8	provisional
横	U+6A2A	0xF263	1x1,1x2	1	chunk_0009	19	1	provisional
卓	U+5353	0xF264	1x1,1x2	2	chunk_0009	19	2	provisional
首	U+9996	0xF265	1x1,1x2	9	chunk_0009	19	8	provisional
席	U+5E2D	0xF266	1x1,1x2	3	chunk_0009	19	3	provisional
市	U+5E02	0xF267	1x1,1x2	5	chunk_0009	19	4	provisional
营	U+8425	0xF268	1x1,1x2	4	chunk_0009	19	3	provisional
销	U+9500	0xF269	1x1,1x2	3	chunk_0009	19	2	provisional
慎	U+614E	0xF26A	1x1,1x2	2	chunk_0009	19	2	provisional
莇	U+8387	0xF26B	1x1,1x2	1	chunk_0009	19	1	provisional
隆	U+9686	0xF26C	1x1,1x2	3	chunk_0009	19	3	provisional
售	U+552E	0xF26D	1x1,1x2	6	chunk_0009	20	6	provisional
坪	U+576A	0xF26E	1x1,1x2	2	chunk_0009	20	2	provisional
公	U+516C	0xF26F	1x1,1x2	7	chunk_0009	20	7	provisional
金	U+91D1	0xF270	1x1,1x2	26	chunk_0009	20	22	provisional
直	U+76F4	0xF271	1x1,1x2	17	chunk_0009	20	16	provisional
寺	U+5BFA	0xF272	1x1,1x2	1	chunk_0009	20	1	provisional
协	U+534F	0xF273	1x1,1x2	6	chunk_0009	21	5	provisional
泰	U+6CF0	0xF274	1x1,1x2	2	chunk_0009	21	2	provisional
泽	U+6CFD	0xF275	1x1,1x2	1	chunk_0009	21	1	provisional
文	U+6587	0xF276	1x1,1x2	60	chunk_0009	21	56	provisional
博	U+535A	0xF277	1x1,1x2	3	chunk_0009	21	3	provisional
岩	U+5CA9	0xF278	1x1,1x2	33	chunk_0009	21	32	provisional
崎	U+5D0E	0xF279	1x1,1x2	10	chunk_0009	21	8	provisional
北	U+5317	0xF27A	1x1,1x2	8	chunk_0009	21	8	provisional
洼	U+6D3C	0xF27B	1x1,1x2	1	chunk_0009	21	1	provisional
房	U+623F	0xF27C	1x1,1x2	5	chunk_0009	21	5	provisional
祐	U+7950	0xF27D	1x1,1x2	1	chunk_0009	21	1	provisional
希	U+5E0C	0xF27E	1x1,1x2	2	chunk_0009	21	2	provisional
（	U+FF08	0xF280	1x1,1x2	42	chunk_0009	21	42	provisional
为	U+4E3A	0xF281	1x1,1x2	280	chunk_0009	21	258	provisional
株	U+682A	0xF282	1x1,1x2	1	chunk_0009	21	1	provisional
式	U+5F0F	0xF283	1x1,1x2	10	chunk_0009	21	10	provisional
）	U+FF09	0xF284	1x1,1x2	43	chunk_0009	21	43	provisional
主	U+4E3B	0xF285	1x1,1x2	22	chunk_0009	22	22	provisional
调	U+8C03	0xF286	1x1,1x2	18	chunk_0009	22	17	provisional
梢	U+68A2	0xF287	1x1,1x2	1	chunk_0009	22	1	provisional
宏	U+5B8F	0xF288	1x1,1x2	3	chunk_0009	22	3	provisional
裕	U+88D5	0xF289	1x1,1x2	1	chunk_0009	22	1	provisional
稻	U+7A3B	0xF28A	1x1,1x2	1	chunk_0009	22	1	provisional
垣	U+57A3	0xF28B	1x1,1x2	1	chunk_0009	22	1	provisional
程	U+7A0B	0xF28C	1x1,1x2	19	chunk_0009	23	16	provisional
序	U+5E8F	0xF28D	1x1,1x2	4	chunk_0009	23	3	provisional
鹤	U+9E64	0xF28E	1x1,1x2	17	chunk_0009	23	15	provisional
卷	U+5377	0xF28F	1x1,1x2	71	chunk_0009	23	70	provisional
雅	U+96C5	0xF290	1x1,1x2	2	chunk_0009	23	2	provisional
桥	U+6865	0xF291	1x1,1x2	3	chunk_0009	23	3	provisional
八	U+516B	0xF292	1x1,1x2	39	chunk_0009	23	33	provisional
岛	U+5C9B	0xF293	1x1,1x2	18	chunk_0009	23	14	provisional
介	U+4ECB	0xF294	1x1,1x2	4	chunk_0009	23	3	provisional
穗	U+7A57	0xF295	1x1,1x2	4	chunk_0009	24	3	provisional
丰	U+4E30	0xF296	1x1,1x2	2	chunk_0009	24	2	provisional
设	U+8BBE	0xF297	1x1,1x2	58	chunk_0009	24	39	provisional
计	U+8BA1	0xF298	1x1,1x2	8	chunk_0009	24	8	provisional
师	U+5E08	0xF299	1x1,1x2	52	chunk_0009	24	43	provisional
铃	U+94C3	0xF29A	1x1,1x2	5	chunk_0009	24	5	provisional
元	U+5143	0xF29B	1x1,1x2	3	chunk_0009	24	3	provisional
盐	U+76D0	0xF29C	1x1,1x2	1	chunk_0009	25	1	provisional
见	U+89C1	0xF29D	1x1,1x2	27	chunk_0009	25	27	provisional
惠	U+60E0	0xF29E	1x1,1x2	5	chunk_0009	25	4	provisional
菊	U+83CA	0xF29F	1x1,1x2	1	chunk_0009	25	1	provisional
贵	U+8D35	0xF2A0	1x1,1x2	1	chunk_0009	25	1	provisional
绫	U+7EEB	0xF2A1	1x1,1x2	1	chunk_0009	25	1	provisional
滨	U+6EE8	0xF2A2	1x1,1x2	1	chunk_0009	25	1	provisional
矶	U+77F6	0xF2A3	1x1,1x2	1	chunk_0009	25	1	provisional
佳	U+4F73	0xF2A4	1x1,1x2	2	chunk_0009	25	2	provisional
乐	U+4E50	0xF2A5	1x1,1x2	10	chunk_0009	26	10	provisional
室	U+5BA4	0xF2A6	1x1,1x2	3	chunk_0009	26	3	provisional
宫	U+5BAB	0xF2A7	1x1,1x2	8	chunk_0009	26	7	provisional
永	U+6C38	0xF2A8	1x1,1x2	7	chunk_0009	26	3	provisional
典	U+5178	0xF2A9	1x1,1x2	1	chunk_0009	26	1	provisional
步	U+6B65	0xF2AA	1x1,1x2	10	chunk_0009	26	10	provisional
纯	U+7EAF	0xF2AB	1x1,1x2	2	chunk_0009	26	2	provisional
斋	U+658B	0xF2AC	1x1,1x2	1	chunk_0009	27	1	provisional
勇	U+52C7	0xF2AD	1x1,1x2	4	chunk_0009	27	4	provisional
松	U+677E	0xF2AE	1x1,1x2	21	chunk_0009	27	20	provisional
平	U+5E73	0xF2AF	1x1,1x2	16	chunk_0009	27	16	provisional
柳	U+67F3	0xF2B0	1x1,1x2	2	chunk_0009	27	2	provisional
圭	U+572D	0xF2B1	1x1,1x2	1	chunk_0009	27	1	provisional
导	U+5BFC	0xF2B2	1x1,1x2	6	chunk_0009	28	4	provisional
二	U+4E8C	0xF2B3	1x1,1x2	15	chunk_0009	28	14	provisional
托	U+6258	0xF2B4	1x1,1x2	18	chunk_0009	28	18	provisional
塞	U+585E	0xF2B5	1x1,1x2	1	chunk_0009	28	1	provisional
剧	U+5267	0xF2B6	1x1,1x2	22	chunk_0009	29	13	provisional
坂	U+5742	0xF2B7	1x1,1x2	1	chunk_0009	29	1	provisional
创	U+521B	0xF2B8	1x1,1x2	4	chunk_0009	29	4	provisional
案	U+6848	0xF2B9	1x1,1x2	2	chunk_0009	29	2	provisional
欧	U+6B27	0xF2BA	1x1,1x2	1	chunk_0009	29	1	provisional
科	U+79D1	0xF2BB	1x1,1x2	4	chunk_0009	29	4	provisional
吉	U+5409	0xF2BC	1x1,1x2	19	chunk_0009	29	18	provisional
武	U+6B66	0xF2BD	1x1,1x2	32	chunk_0009	29	30	provisional
男	U+7537	0xF2BE	1x1,1x2	8	chunk_0009	29	8	provisional
插	U+63D2	0xF2BF	1x1,1x2	5	chunk_0009	30	4	provisional
图	U+56FE	0xF2C0	1x1,1x2	8	chunk_0009	30	7	provisional
包	U+5305	0xF2C1	1x1,1x2	11	chunk_0009	30	11	provisional
麿	U+9EBF	0xF2C2	1x1,1x2	1	chunk_0009	30	1	provisional
清	U+6E05	0xF2C3	1x1,1x2	4	chunk_0009	30	4	provisional
稿	U+7A3F	0xF2C4	1x1,1x2	1	chunk_0009	30	1	provisional
泷	U+6CF7	0xF2C5	1x1,1x2	1	chunk_0009	30	1	provisional
礼	U+793C	0xF2C6	1x1,1x2	10	chunk_0009	30	10	provisional
录	U+5F55	0xF2C7	1x1,1x2	9	chunk_0009	31	7	provisional
春	U+6625	0xF2C8	1x1,1x2	21	chunk_0009	31	21	provisional
响	U+54CD	0xF2C9	1x1,1x2	9	chunk_0009	31	7	provisional
舍	U+820D	0xF2CA	1x1,1x2	5	chunk_0009	31	5	provisional
负	U+8D1F	0xF2CB	1x1,1x2	11	chunk_0009	31	11	provisional
责	U+8D23	0xF2CC	1x1,1x2	2	chunk_0009	31	2	provisional
监	U+76D1	0xF2CD	1x1,1x2	2	chunk_0009	32	2	provisional
修	U+4FEE	0xF2CE	1x1,1x2	27	chunk_0009	32	22	provisional
编	U+7F16	0xF2CF	1x1,1x2	1	chunk_0009	32	1	provisional
辑	U+8F91	0xF2D0	1x1,1x2	1	chunk_0009	32	1	provisional
部	U+90E8	0xF2D1	1x1,1x2	72	chunk_0009	32	62	provisional
矢	U+77E2	0xF2D2	1x1,1x2	1	chunk_0009	32	1	provisional
版	U+7248	0xF2D3	1x1,1x2	13	chunk_0009	32	10	provisional
权	U+6743	0xF2D4	1x1,1x2	1	chunk_0009	32	1	provisional
事	U+4E8B	0xF2D5	1x1,1x2	162	chunk_0009	32	154	provisional
业	U+4E1A	0xF2D6	1x1,1x2	5	chunk_0009	32	3	provisional
牛	U+725B	0xF2D7	1x1,1x2	4	chunk_0009	32	4	provisional
东	U+4E1C	0xF2D8	1x1,1x2	33	chunk_0009	32	31	provisional
京	U+4EAC	0xF2D9	1x1,1x2	8	chunk_0009	32	7	provisional
电	U+7535	0xF2DA	1x1,1x2	88	chunk_0009	32	85	provisional
视	U+89C6	0xF2DB	1x1,1x2	3	chunk_0009	32	3	provisional
台	U+53F0	0xF2DC	1x1,1x2	6	chunk_0009	32	6	provisional
容	U+5BB9	0xF2DD	1x1,1x2	46	chunk_0009	32	18	provisional
局	U+5C40	0xF2DE	1x1,1x2	2	chunk_0009	32	2	provisional
丑	U+4E11	0xF2DF	1x1,1x2	2	chunk_0009	33	2	provisional
植	U+690D	0xF2E0	1x1,1x2	1	chunk_0009	33	1	provisional
间	U+95F4	0xF2E1	1x1,1x2	38	chunk_0009	33	38	provisional
晶	U+6676	0xF2E2	1x1,1x2	26	chunk_0009	33	26	provisional
达	U+8FBE	0xF2E3	1x1,1x2	7	chunk_0009	33	6	provisional
登	U+767B	0xF2E4	1x1,1x2	25	chunk_0009	33	10	provisional
©	U+00A9	0xF2E5	1x1,1x2	2	chunk_0009	34	1	provisional
斯	U+65AF	0xF2E6	1x1,1x2	6	chunk_0009	34	6	provisional
谢	U+8C22	0xF2E7	1x1,1x2	31	chunk_0009	35	22	provisional
续	U+7EED	0xF2E8	1x1,1x2	32	chunk_0010	0	32	provisional
请	U+8BF7	0xF2E9	1x1,1x2	110	chunk_0010	0	99	provisional
购	U+8D2D	0xF2EA	1x1,1x2	21	chunk_0010	0	12	provisional
买	U+4E70	0xF2EB	1x1,1x2	36	chunk_0010	0	29	provisional
游	U+6E38	0xF2EC	1x1,1x2	15	chunk_0010	0	13	provisional
戏	U+620F	0xF2ED	1x1,1x2	16	chunk_0010	0	13	provisional
体	U+4F53	0xF2EE	1x1,1x2	165	chunk_0010	0	119	provisional
验	U+9A8C	0xF2EF	1x1,1x2	9	chunk_0010	0	5	provisional
与	U+4E0E	0xF2F0	1x1,1x2	46	chunk_0010	0	30	provisional
冒	U+5192	0xF2F1	1x1,1x2	7	chunk_0010	0	7	provisional
险	U+9669	0xF2F2	1x1,1x2	27	chunk_0010	0	27	provisional
等	U+7B49	0xF2F3	1x1,1x2	76	chunk_0010	0	57	provisional
信	U+4FE1	0xF2F4	1x1,1x2	68	chunk_0010	0	50	provisional
国	U+56FD	0xF2F5	1x1,1x2	32	chunk_0010	0	30	provisional
展	U+5C55	0xF2F6	1x1,1x2	4	chunk_0010	0	4	provisional
开	U+5F00	0xF2F7	1x1,1x2	101	chunk_0010	0	85	provisional
热	U+70ED	0xF2F8	1x1,1x2	61	chunk_0010	0	51	provisional
化	U+5316	0xF2F9	1x1,1x2	52	chunk_0010	0	52	provisional
密	U+5BC6	0xF2FA	1x1,1x2	11	chunk_0010	1	7	provisional
码	U+7801	0xF2FB	1x1,1x2	27	chunk_0010	1	22	provisional
奴	U+5974	0xF2FC	1x1,1x2	1	chunk_0010	1	1	provisional
知	U+77E5	0xF340	1x1,1x2	64	chunk_0010	1	62	provisional
乎	U+4E4E	0xF341	1x1,1x2	17	chunk_0010	1	14	provisional
始	U+59CB	0xF342	1x1,1x2	34	chunk_0010	2	22	provisional
什	U+4EC0	0xF343	1x1,1x2	173	chunk_0020	3	165	provisional
句	U+53E5	0xF344	1x1,1x2	5	chunk_0020	3	4	provisional
感	U+611F	0xF345	1x1,1x2	21	chunk_0020	4	21	provisional
得	U+5F97	0xF346	1x1,1x2	213	chunk_0020	4	186	provisional
早	U+65E9	0xF347	1x1,1x2	11	chunk_0020	5	11	provisional
约	U+7EA6	0xF348	1x1,1x2	5	chunk_0020	5	5	provisional
挺	U+633A	0xF349	1x1,1x2	13	chunk_0020	6	13	provisional
意	U+610F	0xF34A	1x1,1x2	43	chunk_0020	6	43	provisional
思	U+601D	0xF34B	1x1,1x2	14	chunk_0020	6	14	provisional
邀	U+9080	0xF34C	1x1,1x2	1	chunk_0020	7	1	provisional
哎	U+54CE	0xF34D	1x1,1x2	27	chunk_0020	9	25	provisional
喜	U+559C	0xF34E	1x1,1x2	9	chunk_0020	9	9	provisional
欢	U+6B22	0xF34F	1x1,1x2	30	chunk_0020	9	28	provisional
家	U+5BB6	0xF350	1x1,1x2	130	chunk_0020	10	130	provisional
伙	U+4F19	0xF351	1x1,1x2	83	chunk_0020	10	81	provisional
然	U+7136	0xF352	1x1,1x2	67	chunk_0020	10	67	provisional
搞	U+641E	0xF353	1x1,1x2	6	chunk_0020	10	6	provisional
懂	U+61C2	0xF354	1x1,1x2	6	chunk_0020	10	6	provisional
哦	U+54E6	0xF355	1x1,1x2	271	chunk_0022	2	193	provisional
心	U+5FC3	0xF356	1x1,1x2	199	chunk_0022	2	186	provisional
棒	U+68D2	0xF357	1x1,1x2	30	chunk_0022	3	27	provisional
啦	U+5566	0xF358	1x1,1x2	103	chunk_0022	3	97	provisional
觉	U+89C9	0xF359	1x1,1x2	28	chunk_0022	4	26	provisional
劲	U+52B2	0xF35A	1x1,1x2	12	chunk_0022	4	12	provisional
马	U+9A6C	0xF35B	1x1,1x2	22	chunk_0022	7	19	provisional
发	U+53D1	0xF35C	1x1,1x2	88	chunk_0022	7	79	provisional
绕	U+7ED5	0xF35D	1x1,1x2	1	chunk_0022	7	1	provisional
叶	U+53F6	0xF35E	1x1,1x2	151	chunk_0022	7	142	provisional
跑	U+8DD1	0xF35F	1x1,1x2	8	chunk_0022	7	7	provisional
圈	U+5708	0xF360	1x1,1x2	2	chunk_0022	7	2	provisional
嘞	U+561E	0xF361	1x1,1x2	7	chunk_0022	8	7	provisional
拿	U+62FF	0xF362	1x1,1x2	29	chunk_0022	8	27	provisional
冲	U+51B2	0xF363	1x1,1x2	10	chunk_0022	8	10	provisional
仙	U+4ED9	0xF364	1x1,1x2	28	chunk_0024	0	28	provisional
陪	U+966A	0xF365	1x1,1x2	5	chunk_0024	1	5	provisional
讨	U+8BA8	0xF366	1x1,1x2	1	chunk_0024	2	1	provisional
厌	U+538C	0xF367	1x1,1x2	1	chunk_0024	2	1	provisional
可	U+53EF	0xF368	1x1,1x2	256	chunk_0024	3	222	provisional
快	U+5FEB	0xF369	1x1,1x2	61	chunk_0024	5	59	provisional
个	U+4E2A	0xF36A	1x1,1x2	287	chunk_0024	5	270	provisional
漂	U+6F02	0xF36B	1x1,1x2	5	chunk_0024	5	5	provisional
亮	U+4EAE	0xF36C	1x1,1x2	6	chunk_0024	5	6	provisional
听	U+542C	0xF36D	1x1,1x2	29	chunk_0024	7	27	provisional
进	U+8FDB	0xF36E	1x1,1x2	89	chunk_0024	7	78	provisional
～	U+FF5E	0xF36F	1x1,1x2	39	chunk_0024	7	23	provisional
诱	U+8BF1	0xF370	1x1,1x2	15	chunk_0024	9	13	provisional
♪	U+266A	0xF371	1x1,1x2	22	chunk_0024	10	17	provisional
嘛	U+561B	0xF372	1x1,1x2	37	chunk_0024	10	37	provisional
—	U+2014	0xF373	1x1,1x2	53	chunk_0024	11	23	provisional
单	U+5355	0xF374	1x1,1x2	20	chunk_0024	12	19	provisional
、	U+3001	0xF375	1x1,1x2	70	chunk_0026	1	48	provisional
恶	U+6076	0xF376	1x1,1x2	28	chunk_0026	2	24	provisional
难	U+96BE	0xF377	1x1,1x2	22	chunk_0026	3	22	provisional
嗯	U+55EF	0xF378	1x1,1x2	64	chunk_0026	4	57	provisional
呼	U+547C	0xF379	1x1,1x2	16	chunk_0026	5	13	provisional
刚	U+521A	0xF37A	1x1,1x2	33	chunk_0026	6	33	provisional
才	U+624D	0xF37B	1x1,1x2	67	chunk_0026	6	63	provisional
沉	U+6C89	0xF37C	1x1,1x2	2	chunk_0026	6	2	provisional
默	U+9ED8	0xF37D	1x1,1x2	1	chunk_0026	6	1	provisional
气	U+6C14	0xF37E	1x1,1x2	86	chunk_0026	6	82	provisional
咦	U+54A6	0xF380	1x1,1x2	23	chunk_0026	8	22	provisional
吊	U+540A	0xF381	1x1,1x2	3	chunk_0026	9	3	provisional
车	U+8F66	0xF382	1x1,1x2	10	chunk_0026	9	10	provisional
像	U+50CF	0xF383	1x1,1x2	76	chunk_0026	10	76	provisional
入	U+5165	0xF384	1x1,1x2	90	chunk_0026	10	70	provisional
迷	U+8FF7	0xF385	1x1,1x2	14	chunk_0026	10	12	provisional
竟	U+7ADF	0xF386	1x1,1x2	12	chunk_0027	0	12	provisional
偶	U+5076	0xF387	1x1,1x2	28	chunk_0027	1	17	provisional
尔	U+5C14	0xF388	1x1,1x2	30	chunk_0027	1	19	provisional
抢	U+62A2	0xF389	1x1,1x2	6	chunk_0028	1	4	provisional
领	U+9886	0xF38A	1x1,1x2	5	chunk_0028	2	5	provisional
宽	U+5BBD	0xF38B	1x1,1x2	3	chunk_0028	3	3	provisional
额	U+989D	0xF38C	1x1,1x2	3	chunk_0028	3	3	provisional
败	U+8D25	0xF38D	1x1,1x2	17	chunk_0028	4	17	provisional
叫	U+53EB	0xF38E	1x1,1x2	11	chunk_0028	4	11	provisional
猪	U+732A	0xF38F	1x1,1x2	6	chunk_0028	4	4	provisional
赢	U+8D62	0xF390	1x1,1x2	9	chunk_0028	6	5	provisional
爽	U+723D	0xF391	1x1,1x2	2	chunk_0028	6	2	provisional
咔	U+5494	0xF392	1x1,1x2	37	chunk_0029	0	14	provisional
嚓	U+5693	0xF393	1x1,1x2	35	chunk_0029	0	13	provisional
睡	U+7761	0xF394	1x1,1x2	19	chunk_0029	5	17	provisional
路	U+8DEF	0xF395	1x1,1x2	20	chunk_0029	6	18	provisional
吃	U+5403	0xF396	1x1,1x2	34	chunk_0029	6	32	provisional
院	U+9662	0xF397	1x1,1x2	18	chunk_0030	0	18	provisional
都	U+90FD	0xF398	1x1,1x2	88	chunk_0030	0	86	provisional
砂	U+7802	0xF399	1x1,1x2	86	chunk_0030	1	83	provisional
隐	U+9690	0xF39A	1x1,1x2	96	chunk_0030	1	93	provisional
啥	U+5565	0xF39B	1x1,1x2	7	chunk_0030	1	7	provisional
闹	U+95F9	0xF39C	1x1,1x2	12	chunk_0030	2	7	provisional
带	U+5E26	0xF39D	1x1,1x2	55	chunk_0030	3	55	provisional
逛	U+901B	0xF39E	1x1,1x2	4	chunk_0030	3	2	provisional
死	U+6B7B	0xF39F	1x1,1x2	44	chunk_0030	4	38	provisional
排	U+6392	0xF3A0	1x1,1x2	8	chunk_0031	1	7	provisional
坐	U+5750	0xF3A1	1x1,1x2	9	chunk_0031	1	9	provisional
必	U+5FC5	0xF3A2	1x1,1x2	25	chunk_0031	2	24	provisional
非	U+975E	0xF3A3	1x1,1x2	16	chunk_0031	2	16	provisional
酷	U+9177	0xF3A4	1x1,1x2	2	chunk_0031	3	2	provisional
抱	U+62B1	0xF3A5	1x1,1x2	9	chunk_0031	7	9	provisional
歉	U+6B49	0xF3A6	1x1,1x2	7	chunk_0031	7	7	provisional
糟	U+7CDF	0xF3A7	1x1,1x2	17	chunk_0031	10	17	provisional
办	U+529E	0xF3A8	1x1,1x2	35	chunk_0031	11	35	provisional
转	U+8F6C	0xF3A9	1x1,1x2	14	chunk_0031	12	11	provisional
身	U+8EAB	0xF3AA	1x1,1x2	106	chunk_0031	12	98	provisional
哥	U+54E5	0xF3AB	1x1,1x2	14	chunk_0032	1	10	provisional
眼	U+773C	0xF3AC	1x1,1x2	40	chunk_0032	2	34	provisional
输	U+8F93	0xF3AD	1x1,1x2	31	chunk_0033	1	17	provisional
给	U+7ED9	0xF3AE	1x1,1x2	120	chunk_0033	1	116	provisional
当	U+5F53	0xF3AF	1x1,1x2	36	chunk_0033	4	36	provisional
青	U+9752	0xF3B0	1x1,1x2	27	chunk_0033	4	26	provisional
精	U+7CBE	0xF3B1	1x1,1x2	20	chunk_0033	5	16	provisional
唉	U+5509	0xF3B2	1x1,1x2	6	chunk_0033	7	6	provisional
呜	U+545C	0xF3B3	1x1,1x2	36	chunk_0034	0	31	provisional
比	U+6BD4	0xF3B4	1x1,1x2	23	chunk_0034	0	22	provisional
哭	U+54ED	0xF3B5	1x1,1x2	3	chunk_0034	1	3	provisional
流	U+6D41	0xF3B6	1x1,1x2	19	chunk_0034	2	16	provisional
泪	U+6CEA	0xF3B7	1x1,1x2	3	chunk_0034	2	3	provisional
老	U+8001	0xF3B8	1x1,1x2	71	chunk_0035	1	68	provisional
许	U+8BB8	0xF3B9	1x1,1x2	24	chunk_0035	2	24	provisional
眨	U+7728	0xF3BA	1x1,1x2	2	chunk_0035	2	2	provisional
俯	U+4FEF	0xF3BB	1x1,1x2	3	chunk_0035	3	3	provisional
卧	U+5367	0xF3BC	1x1,1x2	6	chunk_0035	3	4	provisional
撑	U+6491	0xF3BD	1x1,1x2	6	chunk_0035	3	6	provisional
仰	U+4EF0	0xF3BE	1x1,1x2	3	chunk_0035	3	3	provisional
各	U+5404	0xF3BF	1x1,1x2	25	chunk_0035	3	23	provisional
如	U+5982	0xF3C0	1x1,1x2	44	chunk_0035	4	43	provisional
此	U+6B64	0xF3C1	1x1,1x2	32	chunk_0035	4	30	provisional
算	U+7B97	0xF3C2	1x1,1x2	21	chunk_0035	4	21	provisional
锻	U+953B	0xF3C3	1x1,1x2	7	chunk_0035	4	7	provisional
炼	U+70BC	0xF3C4	1x1,1x2	17	chunk_0035	4	17	provisional
规	U+89C4	0xF3C5	1x1,1x2	19	chunk_0035	5	17	provisional
则	U+5219	0xF3C6	1x1,1x2	20	chunk_0035	5	18	provisional
找	U+627E	0xF3C7	1x1,1x2	67	chunk_0036	2	63	provisional
商	U+5546	0xF3C8	1x1,1x2	17	chunk_0036	2	15	provisional
因	U+56E0	0xF3C9	1x1,1x2	28	chunk_0036	4	28	provisional
歹	U+6B79	0xF3CA	1x1,1x2	1	chunk_0036	4	1	provisional
